,year_month,product,location,quantity,date
3540,2016-11,Medicine_7,Ahmednagar,823,2016-11-01
3541,2016-11,Medicine_7,Akola,870,2016-11-01
3542,2016-11,Medicine_7,Amravati,1137,2016-11-01
3543,2016-11,Medicine_7,Aurangabad,1018,2016-11-01
3544,2016-11,Medicine_7,Chandrapur,1006,2016-11-01
3545,2016-11,Medicine_7,Dhule,1022,2016-11-01
3546,2016-11,Medicine_7,Ichalkaranji,1037,2016-11-01
3547,2016-11,Medicine_7,Jalgaon,954,2016-11-01
3548,2016-11,Medicine_7,Jalna,1103,2016-11-01
3549,2016-11,Medicine_7,Kolhapur,1025,2016-11-01
3550,2016-11,Medicine_7,Latur,1235,2016-11-01
3551,2016-11,Medicine_7,Mumbai,903,2016-11-01
3552,2016-11,Medicine_7,Nagpur,850,2016-11-01
3553,2016-11,Medicine_7,Nanded,915,2016-11-01
3554,2016-11,Medicine_7,Nashik,1035,2016-11-01
3555,2016-11,Medicine_7,Parbhani,972,2016-11-01
3556,2016-11,Medicine_7,Pune,811,2016-11-01
3557,2016-11,Medicine_7,Satara,940,2016-11-01
3558,2016-11,Medicine_7,Solapur,1055,2016-11-01
3559,2016-11,Medicine_7,Thane,799,2016-11-01
3560,2016-11,Medicine_8,Ahmednagar,1055,2016-11-01
3561,2016-11,Medicine_8,Akola,1057,2016-11-01
3562,2016-11,Medicine_8,Amravati,994,2016-11-01
3563,2016-11,Medicine_8,Aurangabad,1012,2016-11-01
3564,2016-11,Medicine_8,Chandrapur,886,2016-11-01
3565,2016-11,Medicine_8,Dhule,1046,2016-11-01
3566,2016-11,Medicine_8,Ichalkaranji,761,2016-11-01
3567,2016-11,Medicine_8,Jalgaon,1027,2016-11-01
3568,2016-11,Medicine_8,Jalna,1167,2016-11-01
3569,2016-11,Medicine_8,Kolhapur,861,2016-11-01
3570,2016-11,Medicine_8,Latur,917,2016-11-01
3571,2016-11,Medicine_8,Mumbai,1046,2016-11-01
3572,2016-11,Medicine_8,Nagpur,922,2016-11-01
3573,2016-11,Medicine_8,Nanded,1038,2016-11-01
3574,2016-11,Medicine_8,Nashik,1076,2016-11-01
3575,2016-11,Medicine_8,Parbhani,999,2016-11-01
3576,2016-11,Medicine_8,Pune,940,2016-11-01
3577,2016-11,Medicine_8,Satara,972,2016-11-01
3578,2016-11,Medicine_8,Solapur,1035,2016-11-01
3579,2016-11,Medicine_8,Thane,1028,2016-11-01
3580,2016-11,Medicine_9,Ahmednagar,786,2016-11-01
3581,2016-11,Medicine_9,Akola,1004,2016-11-01
3582,2016-11,Medicine_9,Amravati,956,2016-11-01
3583,2016-11,Medicine_9,Aurangabad,1004,2016-11-01
3584,2016-11,Medicine_9,Chandrapur,865,2016-11-01
3585,2016-11,Medicine_9,Dhule,807,2016-11-01
3586,2016-11,Medicine_9,Ichalkaranji,935,2016-11-01
3587,2016-11,Medicine_9,Jalgaon,943,2016-11-01
3588,2016-11,Medicine_9,Jalna,965,2016-11-01
3589,2016-11,Medicine_9,Kolhapur,1006,2016-11-01
3590,2016-11,Medicine_9,Latur,1057,2016-11-01
3591,2016-11,Medicine_9,Mumbai,870,2016-11-01
3592,2016-11,Medicine_9,Nagpur,1052,2016-11-01
3593,2016-11,Medicine_9,Nanded,928,2016-11-01
3594,2016-11,Medicine_9,Nashik,1066,2016-11-01
3595,2016-11,Medicine_9,Parbhani,1246,2016-11-01
3596,2016-11,Medicine_9,Pune,840,2016-11-01
3597,2016-11,Medicine_9,Satara,1175,2016-11-01
3598,2016-11,Medicine_9,Solapur,784,2016-11-01
3599,2016-11,Medicine_9,Thane,1083,2016-11-01
3600,2016-12,Medicine_1,Ahmednagar,919,2016-12-01
3601,2016-12,Medicine_1,Akola,1371,2016-12-01
3602,2016-12,Medicine_1,Amravati,820,2016-12-01
3603,2016-12,Medicine_1,Aurangabad,982,2016-12-01
3604,2016-12,Medicine_1,Chandrapur,725,2016-12-01
3605,2016-12,Medicine_1,Dhule,1007,2016-12-01
3606,2016-12,Medicine_1,Ichalkaranji,984,2016-12-01
3607,2016-12,Medicine_1,Jalgaon,771,2016-12-01
3608,2016-12,Medicine_1,Jalna,903,2016-12-01
3609,2016-12,Medicine_1,Kolhapur,903,2016-12-01
3610,2016-12,Medicine_1,Latur,1084,2016-12-01
3611,2016-12,Medicine_1,Mumbai,1098,2016-12-01
3612,2016-12,Medicine_1,Nagpur,776,2016-12-01
3613,2016-12,Medicine_1,Nanded,1104,2016-12-01
3614,2016-12,Medicine_1,Nashik,962,2016-12-01
3615,2016-12,Medicine_1,Parbhani,890,2016-12-01
3616,2016-12,Medicine_1,Pune,1199,2016-12-01
3617,2016-12,Medicine_1,Satara,1095,2016-12-01
3618,2016-12,Medicine_1,Solapur,1089,2016-12-01
3619,2016-12,Medicine_1,Thane,1171,2016-12-01
3620,2016-12,Medicine_10,Ahmednagar,1114,2016-12-01
3621,2016-12,Medicine_10,Akola,852,2016-12-01
3622,2016-12,Medicine_10,Amravati,827,2016-12-01
3623,2016-12,Medicine_10,Aurangabad,973,2016-12-01
3624,2016-12,Medicine_10,Chandrapur,833,2016-12-01
3625,2016-12,Medicine_10,Dhule,986,2016-12-01
3626,2016-12,Medicine_10,Ichalkaranji,815,2016-12-01
3627,2016-12,Medicine_10,Jalgaon,921,2016-12-01
3628,2016-12,Medicine_10,Jalna,1103,2016-12-01
3629,2016-12,Medicine_10,Kolhapur,943,2016-12-01
3630,2016-12,Medicine_10,Latur,1025,2016-12-01
3631,2016-12,Medicine_10,Mumbai,927,2016-12-01
3632,2016-12,Medicine_10,Nagpur,947,2016-12-01
3633,2016-12,Medicine_10,Nanded,1201,2016-12-01
3634,2016-12,Medicine_10,Nashik,1128,2016-12-01
3635,2016-12,Medicine_10,Parbhani,1009,2016-12-01
3636,2016-12,Medicine_10,Pune,999,2016-12-01
3637,2016-12,Medicine_10,Satara,1018,2016-12-01
3638,2016-12,Medicine_10,Solapur,921,2016-12-01
3639,2016-12,Medicine_10,Thane,1043,2016-12-01
3640,2016-12,Medicine_2,Ahmednagar,975,2016-12-01
3641,2016-12,Medicine_2,Akola,872,2016-12-01
3642,2016-12,Medicine_2,Amravati,1199,2016-12-01
3643,2016-12,Medicine_2,Aurangabad,1063,2016-12-01
3644,2016-12,Medicine_2,Chandrapur,858,2016-12-01
3645,2016-12,Medicine_2,Dhule,1106,2016-12-01
3646,2016-12,Medicine_2,Ichalkaranji,982,2016-12-01
3647,2016-12,Medicine_2,Jalgaon,1023,2016-12-01
3648,2016-12,Medicine_2,Jalna,1063,2016-12-01
3649,2016-12,Medicine_2,Kolhapur,869,2016-12-01
3650,2016-12,Medicine_2,Latur,1134,2016-12-01
3651,2016-12,Medicine_2,Mumbai,933,2016-12-01
3652,2016-12,Medicine_2,Nagpur,861,2016-12-01
3653,2016-12,Medicine_2,Nanded,1136,2016-12-01
3654,2016-12,Medicine_2,Nashik,993,2016-12-01
3655,2016-12,Medicine_2,Parbhani,999,2016-12-01
3656,2016-12,Medicine_2,Pune,1103,2016-12-01
3657,2016-12,Medicine_2,Satara,843,2016-12-01
3658,2016-12,Medicine_2,Solapur,1008,2016-12-01
3659,2016-12,Medicine_2,Thane,1029,2016-12-01
3660,2016-12,Medicine_3,Ahmednagar,856,2016-12-01
3661,2016-12,Medicine_3,Akola,957,2016-12-01
3662,2016-12,Medicine_3,Amravati,1030,2016-12-01
3663,2016-12,Medicine_3,Aurangabad,1059,2016-12-01
3664,2016-12,Medicine_3,Chandrapur,1143,2016-12-01
3665,2016-12,Medicine_3,Dhule,1036,2016-12-01
3666,2016-12,Medicine_3,Ichalkaranji,1110,2016-12-01
3667,2016-12,Medicine_3,Jalgaon,1001,2016-12-01
3668,2016-12,Medicine_3,Jalna,819,2016-12-01
3669,2016-12,Medicine_3,Kolhapur,1123,2016-12-01
3670,2016-12,Medicine_3,Latur,1220,2016-12-01
3671,2016-12,Medicine_3,Mumbai,1106,2016-12-01
3672,2016-12,Medicine_3,Nagpur,1165,2016-12-01
3673,2016-12,Medicine_3,Nanded,1033,2016-12-01
3674,2016-12,Medicine_3,Nashik,794,2016-12-01
3675,2016-12,Medicine_3,Parbhani,1171,2016-12-01
3676,2016-12,Medicine_3,Pune,1138,2016-12-01
3677,2016-12,Medicine_3,Satara,833,2016-12-01
3678,2016-12,Medicine_3,Solapur,914,2016-12-01
3679,2016-12,Medicine_3,Thane,1052,2016-12-01
3680,2016-12,Medicine_4,Ahmednagar,1020,2016-12-01
3681,2016-12,Medicine_4,Akola,936,2016-12-01
3682,2016-12,Medicine_4,Amravati,1001,2016-12-01
3683,2016-12,Medicine_4,Aurangabad,992,2016-12-01
3684,2016-12,Medicine_4,Chandrapur,966,2016-12-01
3685,2016-12,Medicine_4,Dhule,972,2016-12-01
3686,2016-12,Medicine_4,Ichalkaranji,1013,2016-12-01
3687,2016-12,Medicine_4,Jalgaon,832,2016-12-01
3688,2016-12,Medicine_4,Jalna,986,2016-12-01
3689,2016-12,Medicine_4,Kolhapur,1079,2016-12-01
3690,2016-12,Medicine_4,Latur,905,2016-12-01
3691,2016-12,Medicine_4,Mumbai,1230,2016-12-01
3692,2016-12,Medicine_4,Nagpur,917,2016-12-01
3693,2016-12,Medicine_4,Nanded,735,2016-12-01
3694,2016-12,Medicine_4,Nashik,1032,2016-12-01
3695,2016-12,Medicine_4,Parbhani,1043,2016-12-01
3696,2016-12,Medicine_4,Pune,1173,2016-12-01
3697,2016-12,Medicine_4,Satara,1207,2016-12-01
3698,2016-12,Medicine_4,Solapur,1071,2016-12-01
3699,2016-12,Medicine_4,Thane,950,2016-12-01
3700,2016-12,Medicine_5,Ahmednagar,1175,2016-12-01
3701,2016-12,Medicine_5,Akola,1199,2016-12-01
3702,2016-12,Medicine_5,Amravati,1044,2016-12-01
3703,2016-12,Medicine_5,Aurangabad,1124,2016-12-01
3704,2016-12,Medicine_5,Chandrapur,967,2016-12-01
3705,2016-12,Medicine_5,Dhule,1121,2016-12-01
3706,2016-12,Medicine_5,Ichalkaranji,893,2016-12-01
3707,2016-12,Medicine_5,Jalgaon,1073,2016-12-01
3708,2016-12,Medicine_5,Jalna,1180,2016-12-01
3709,2016-12,Medicine_5,Kolhapur,1189,2016-12-01
3710,2016-12,Medicine_5,Latur,978,2016-12-01
3711,2016-12,Medicine_5,Mumbai,938,2016-12-01
3712,2016-12,Medicine_5,Nagpur,1148,2016-12-01
3713,2016-12,Medicine_5,Nanded,947,2016-12-01
3714,2016-12,Medicine_5,Nashik,925,2016-12-01
3715,2016-12,Medicine_5,Parbhani,877,2016-12-01
3716,2016-12,Medicine_5,Pune,959,2016-12-01
3717,2016-12,Medicine_5,Satara,927,2016-12-01
3718,2016-12,Medicine_5,Solapur,965,2016-12-01
3719,2016-12,Medicine_5,Thane,980,2016-12-01
3720,2016-12,Medicine_6,Ahmednagar,1003,2016-12-01
3721,2016-12,Medicine_6,Akola,990,2016-12-01
3722,2016-12,Medicine_6,Amravati,889,2016-12-01
3723,2016-12,Medicine_6,Aurangabad,986,2016-12-01
3724,2016-12,Medicine_6,Chandrapur,1011,2016-12-01
3725,2016-12,Medicine_6,Dhule,940,2016-12-01
3726,2016-12,Medicine_6,Ichalkaranji,1026,2016-12-01
3727,2016-12,Medicine_6,Jalgaon,1010,2016-12-01
3728,2016-12,Medicine_6,Jalna,1084,2016-12-01
3729,2016-12,Medicine_6,Kolhapur,952,2016-12-01
3730,2016-12,Medicine_6,Latur,999,2016-12-01
3731,2016-12,Medicine_6,Mumbai,1074,2016-12-01
3732,2016-12,Medicine_6,Nagpur,899,2016-12-01
3733,2016-12,Medicine_6,Nanded,1030,2016-12-01
3734,2016-12,Medicine_6,Nashik,1086,2016-12-01
3735,2016-12,Medicine_6,Parbhani,988,2016-12-01
3736,2016-12,Medicine_6,Pune,893,2016-12-01
3737,2016-12,Medicine_6,Satara,1101,2016-12-01
3738,2016-12,Medicine_6,Solapur,934,2016-12-01
3739,2016-12,Medicine_6,Thane,944,2016-12-01
3740,2016-12,Medicine_7,Ahmednagar,909,2016-12-01
3741,2016-12,Medicine_7,Akola,894,2016-12-01
3742,2016-12,Medicine_7,Amravati,842,2016-12-01
3743,2016-12,Medicine_7,Aurangabad,876,2016-12-01
3744,2016-12,Medicine_7,Chandrapur,990,2016-12-01
3745,2016-12,Medicine_7,Dhule,888,2016-12-01
3746,2016-12,Medicine_7,Ichalkaranji,1049,2016-12-01
3747,2016-12,Medicine_7,Jalgaon,1079,2016-12-01
3748,2016-12,Medicine_7,Jalna,1159,2016-12-01
3749,2016-12,Medicine_7,Kolhapur,1099,2016-12-01
3750,2016-12,Medicine_7,Latur,1053,2016-12-01
3751,2016-12,Medicine_7,Mumbai,1032,2016-12-01
3752,2016-12,Medicine_7,Nagpur,1165,2016-12-01
3753,2016-12,Medicine_7,Nanded,1081,2016-12-01
3754,2016-12,Medicine_7,Nashik,852,2016-12-01
3755,2016-12,Medicine_7,Parbhani,950,2016-12-01
3756,2016-12,Medicine_7,Pune,925,2016-12-01
3757,2016-12,Medicine_7,Satara,1015,2016-12-01
3758,2016-12,Medicine_7,Solapur,1130,2016-12-01
3759,2016-12,Medicine_7,Thane,1126,2016-12-01
3760,2016-12,Medicine_8,Ahmednagar,1055,2016-12-01
3761,2016-12,Medicine_8,Akola,979,2016-12-01
3762,2016-12,Medicine_8,Amravati,1033,2016-12-01
3763,2016-12,Medicine_8,Aurangabad,1086,2016-12-01
3764,2016-12,Medicine_8,Chandrapur,1018,2016-12-01
3765,2016-12,Medicine_8,Dhule,1183,2016-12-01
3766,2016-12,Medicine_8,Ichalkaranji,1101,2016-12-01
3767,2016-12,Medicine_8,Jalgaon,934,2016-12-01
3768,2016-12,Medicine_8,Jalna,968,2016-12-01
3769,2016-12,Medicine_8,Kolhapur,1080,2016-12-01
3770,2016-12,Medicine_8,Latur,982,2016-12-01
3771,2016-12,Medicine_8,Mumbai,1077,2016-12-01
3772,2016-12,Medicine_8,Nagpur,847,2016-12-01
3773,2016-12,Medicine_8,Nanded,1035,2016-12-01
3774,2016-12,Medicine_8,Nashik,1127,2016-12-01
3775,2016-12,Medicine_8,Parbhani,935,2016-12-01
3776,2016-12,Medicine_8,Pune,1201,2016-12-01
3777,2016-12,Medicine_8,Satara,718,2016-12-01
3778,2016-12,Medicine_8,Solapur,920,2016-12-01
3779,2016-12,Medicine_8,Thane,818,2016-12-01
3780,2016-12,Medicine_9,Ahmednagar,863,2016-12-01
3781,2016-12,Medicine_9,Akola,1203,2016-12-01
3782,2016-12,Medicine_9,Amravati,1125,2016-12-01
3783,2016-12,Medicine_9,Aurangabad,1188,2016-12-01
3784,2016-12,Medicine_9,Chandrapur,1045,2016-12-01
3785,2016-12,Medicine_9,Dhule,879,2016-12-01
3786,2016-12,Medicine_9,Ichalkaranji,1004,2016-12-01
3787,2016-12,Medicine_9,Jalgaon,1211,2016-12-01
3788,2016-12,Medicine_9,Jalna,1107,2016-12-01
3789,2016-12,Medicine_9,Kolhapur,1045,2016-12-01
3790,2016-12,Medicine_9,Latur,941,2016-12-01
3791,2016-12,Medicine_9,Mumbai,1301,2016-12-01
3792,2016-12,Medicine_9,Nagpur,1051,2016-12-01
3793,2016-12,Medicine_9,Nanded,1118,2016-12-01
3794,2016-12,Medicine_9,Nashik,979,2016-12-01
3795,2016-12,Medicine_9,Parbhani,1044,2016-12-01
3796,2016-12,Medicine_9,Pune,1110,2016-12-01
3797,2016-12,Medicine_9,Satara,1007,2016-12-01
3798,2016-12,Medicine_9,Solapur,1014,2016-12-01
3799,2016-12,Medicine_9,Thane,1134,2016-12-01
3800,2017-01,Medicine_1,Ahmednagar,964,2017-01-01
3801,2017-01,Medicine_1,Akola,1100,2017-01-01
3802,2017-01,Medicine_1,Amravati,1148,2017-01-01
3803,2017-01,Medicine_1,Aurangabad,918,2017-01-01
3804,2017-01,Medicine_1,Chandrapur,1030,2017-01-01
3805,2017-01,Medicine_1,Dhule,808,2017-01-01
3806,2017-01,Medicine_1,Ichalkaranji,1118,2017-01-01
3807,2017-01,Medicine_1,Jalgaon,1202,2017-01-01
3808,2017-01,Medicine_1,Jalna,869,2017-01-01
3809,2017-01,Medicine_1,Kolhapur,1167,2017-01-01
3810,2017-01,Medicine_1,Latur,975,2017-01-01
3811,2017-01,Medicine_1,Mumbai,1016,2017-01-01
3812,2017-01,Medicine_1,Nagpur,1046,2017-01-01
3813,2017-01,Medicine_1,Nanded,829,2017-01-01
3814,2017-01,Medicine_1,Nashik,886,2017-01-01
3815,2017-01,Medicine_1,Parbhani,986,2017-01-01
3816,2017-01,Medicine_1,Pune,1018,2017-01-01
3817,2017-01,Medicine_1,Satara,969,2017-01-01
3818,2017-01,Medicine_1,Solapur,916,2017-01-01
3819,2017-01,Medicine_1,Thane,1005,2017-01-01
3820,2017-01,Medicine_10,Ahmednagar,937,2017-01-01
3821,2017-01,Medicine_10,Akola,1068,2017-01-01
3822,2017-01,Medicine_10,Amravati,981,2017-01-01
3823,2017-01,Medicine_10,Aurangabad,842,2017-01-01
3824,2017-01,Medicine_10,Chandrapur,931,2017-01-01
3825,2017-01,Medicine_10,Dhule,992,2017-01-01
3826,2017-01,Medicine_10,Ichalkaranji,730,2017-01-01
3827,2017-01,Medicine_10,Jalgaon,1118,2017-01-01
3828,2017-01,Medicine_10,Jalna,1103,2017-01-01
3829,2017-01,Medicine_10,Kolhapur,1172,2017-01-01
3830,2017-01,Medicine_10,Latur,921,2017-01-01
3831,2017-01,Medicine_10,Mumbai,931,2017-01-01
3832,2017-01,Medicine_10,Nagpur,875,2017-01-01
3833,2017-01,Medicine_10,Nanded,835,2017-01-01
3834,2017-01,Medicine_10,Nashik,1121,2017-01-01
3835,2017-01,Medicine_10,Parbhani,1029,2017-01-01
3836,2017-01,Medicine_10,Pune,900,2017-01-01
3837,2017-01,Medicine_10,Satara,848,2017-01-01
3838,2017-01,Medicine_10,Solapur,1158,2017-01-01
3839,2017-01,Medicine_10,Thane,987,2017-01-01
3840,2017-01,Medicine_2,Ahmednagar,947,2017-01-01
3841,2017-01,Medicine_2,Akola,980,2017-01-01
3842,2017-01,Medicine_2,Amravati,1065,2017-01-01
3843,2017-01,Medicine_2,Aurangabad,1114,2017-01-01
3844,2017-01,Medicine_2,Chandrapur,880,2017-01-01
3845,2017-01,Medicine_2,Dhule,962,2017-01-01
3846,2017-01,Medicine_2,Ichalkaranji,986,2017-01-01
3847,2017-01,Medicine_2,Jalgaon,879,2017-01-01
3848,2017-01,Medicine_2,Jalna,1041,2017-01-01
3849,2017-01,Medicine_2,Kolhapur,916,2017-01-01
3850,2017-01,Medicine_2,Latur,984,2017-01-01
3851,2017-01,Medicine_2,Mumbai,1016,2017-01-01
3852,2017-01,Medicine_2,Nagpur,959,2017-01-01
3853,2017-01,Medicine_2,Nanded,1035,2017-01-01
3854,2017-01,Medicine_2,Nashik,998,2017-01-01
3855,2017-01,Medicine_2,Parbhani,928,2017-01-01
3856,2017-01,Medicine_2,Pune,961,2017-01-01
3857,2017-01,Medicine_2,Satara,1133,2017-01-01
3858,2017-01,Medicine_2,Solapur,1099,2017-01-01
3859,2017-01,Medicine_2,Thane,1236,2017-01-01
3860,2017-01,Medicine_3,Ahmednagar,960,2017-01-01
3861,2017-01,Medicine_3,Akola,1070,2017-01-01
3862,2017-01,Medicine_3,Amravati,830,2017-01-01
3863,2017-01,Medicine_3,Aurangabad,848,2017-01-01
3864,2017-01,Medicine_3,Chandrapur,942,2017-01-01
3865,2017-01,Medicine_3,Dhule,1082,2017-01-01
3866,2017-01,Medicine_3,Ichalkaranji,956,2017-01-01
3867,2017-01,Medicine_3,Jalgaon,901,2017-01-01
3868,2017-01,Medicine_3,Jalna,1058,2017-01-01
3869,2017-01,Medicine_3,Kolhapur,1087,2017-01-01
3870,2017-01,Medicine_3,Latur,1134,2017-01-01
3871,2017-01,Medicine_3,Mumbai,1132,2017-01-01
3872,2017-01,Medicine_3,Nagpur,1064,2017-01-01
3873,2017-01,Medicine_3,Nanded,1081,2017-01-01
3874,2017-01,Medicine_3,Nashik,1106,2017-01-01
3875,2017-01,Medicine_3,Parbhani,1164,2017-01-01
3876,2017-01,Medicine_3,Pune,928,2017-01-01
3877,2017-01,Medicine_3,Satara,1144,2017-01-01
3878,2017-01,Medicine_3,Solapur,1006,2017-01-01
3879,2017-01,Medicine_3,Thane,1010,2017-01-01
3880,2017-01,Medicine_4,Ahmednagar,973,2017-01-01
3881,2017-01,Medicine_4,Akola,1053,2017-01-01
3882,2017-01,Medicine_4,Amravati,1119,2017-01-01
3883,2017-01,Medicine_4,Aurangabad,1034,2017-01-01
3884,2017-01,Medicine_4,Chandrapur,1128,2017-01-01
3885,2017-01,Medicine_4,Dhule,1170,2017-01-01
3886,2017-01,Medicine_4,Ichalkaranji,849,2017-01-01
3887,2017-01,Medicine_4,Jalgaon,1047,2017-01-01
3888,2017-01,Medicine_4,Jalna,798,2017-01-01
3889,2017-01,Medicine_4,Kolhapur,1116,2017-01-01
3890,2017-01,Medicine_4,Latur,881,2017-01-01
3891,2017-01,Medicine_4,Mumbai,940,2017-01-01
3892,2017-01,Medicine_4,Nagpur,929,2017-01-01
3893,2017-01,Medicine_4,Nanded,1008,2017-01-01
3894,2017-01,Medicine_4,Nashik,826,2017-01-01
3895,2017-01,Medicine_4,Parbhani,1146,2017-01-01
3896,2017-01,Medicine_4,Pune,1083,2017-01-01
3897,2017-01,Medicine_4,Satara,981,2017-01-01
3898,2017-01,Medicine_4,Solapur,1071,2017-01-01
3899,2017-01,Medicine_4,Thane,779,2017-01-01
3900,2017-01,Medicine_5,Ahmednagar,899,2017-01-01
3901,2017-01,Medicine_5,Akola,1118,2017-01-01
3902,2017-01,Medicine_5,Amravati,1138,2017-01-01
3903,2017-01,Medicine_5,Aurangabad,1105,2017-01-01
3904,2017-01,Medicine_5,Chandrapur,860,2017-01-01
3905,2017-01,Medicine_5,Dhule,1136,2017-01-01
3906,2017-01,Medicine_5,Ichalkaranji,1258,2017-01-01
3907,2017-01,Medicine_5,Jalgaon,872,2017-01-01
3908,2017-01,Medicine_5,Jalna,1004,2017-01-01
3909,2017-01,Medicine_5,Kolhapur,930,2017-01-01
3910,2017-01,Medicine_5,Latur,1002,2017-01-01
3911,2017-01,Medicine_5,Mumbai,1226,2017-01-01
3912,2017-01,Medicine_5,Nagpur,1178,2017-01-01
3913,2017-01,Medicine_5,Nanded,1004,2017-01-01
3914,2017-01,Medicine_5,Nashik,1108,2017-01-01
3915,2017-01,Medicine_5,Parbhani,1106,2017-01-01
3916,2017-01,Medicine_5,Pune,903,2017-01-01
3917,2017-01,Medicine_5,Satara,1076,2017-01-01
3918,2017-01,Medicine_5,Solapur,1098,2017-01-01
3919,2017-01,Medicine_5,Thane,1044,2017-01-01
3920,2017-01,Medicine_6,Ahmednagar,950,2017-01-01
3921,2017-01,Medicine_6,Akola,1041,2017-01-01
3922,2017-01,Medicine_6,Amravati,911,2017-01-01
3923,2017-01,Medicine_6,Aurangabad,891,2017-01-01
3924,2017-01,Medicine_6,Chandrapur,964,2017-01-01
3925,2017-01,Medicine_6,Dhule,861,2017-01-01
3926,2017-01,Medicine_6,Ichalkaranji,1136,2017-01-01
3927,2017-01,Medicine_6,Jalgaon,1218,2017-01-01
3928,2017-01,Medicine_6,Jalna,992,2017-01-01
3929,2017-01,Medicine_6,Kolhapur,999,2017-01-01
3930,2017-01,Medicine_6,Latur,1279,2017-01-01
3931,2017-01,Medicine_6,Mumbai,1082,2017-01-01
3932,2017-01,Medicine_6,Nagpur,1095,2017-01-01
3933,2017-01,Medicine_6,Nanded,1015,2017-01-01
3934,2017-01,Medicine_6,Nashik,835,2017-01-01
3935,2017-01,Medicine_6,Parbhani,1120,2017-01-01
3936,2017-01,Medicine_6,Pune,1044,2017-01-01
3937,2017-01,Medicine_6,Satara,891,2017-01-01
3938,2017-01,Medicine_6,Solapur,891,2017-01-01
3939,2017-01,Medicine_6,Thane,988,2017-01-01
3940,2017-01,Medicine_7,Ahmednagar,1069,2017-01-01
3941,2017-01,Medicine_7,Akola,1148,2017-01-01
3942,2017-01,Medicine_7,Amravati,958,2017-01-01
3943,2017-01,Medicine_7,Aurangabad,1081,2017-01-01
3944,2017-01,Medicine_7,Chandrapur,927,2017-01-01
3945,2017-01,Medicine_7,Dhule,996,2017-01-01
3946,2017-01,Medicine_7,Ichalkaranji,1068,2017-01-01
3947,2017-01,Medicine_7,Jalgaon,902,2017-01-01
3948,2017-01,Medicine_7,Jalna,902,2017-01-01
3949,2017-01,Medicine_7,Kolhapur,1054,2017-01-01
3950,2017-01,Medicine_7,Latur,981,2017-01-01
3951,2017-01,Medicine_7,Mumbai,925,2017-01-01
3952,2017-01,Medicine_7,Nagpur,1043,2017-01-01
3953,2017-01,Medicine_7,Nanded,839,2017-01-01
3954,2017-01,Medicine_7,Nashik,1065,2017-01-01
3955,2017-01,Medicine_7,Parbhani,792,2017-01-01
3956,2017-01,Medicine_7,Pune,923,2017-01-01
3957,2017-01,Medicine_7,Satara,1095,2017-01-01
3958,2017-01,Medicine_7,Solapur,1098,2017-01-01
3959,2017-01,Medicine_7,Thane,1045,2017-01-01
3960,2017-01,Medicine_8,Ahmednagar,1240,2017-01-01
3961,2017-01,Medicine_8,Akola,1232,2017-01-01
3962,2017-01,Medicine_8,Amravati,732,2017-01-01
3963,2017-01,Medicine_8,Aurangabad,1087,2017-01-01
3964,2017-01,Medicine_8,Chandrapur,1068,2017-01-01
3965,2017-01,Medicine_8,Dhule,1153,2017-01-01
3966,2017-01,Medicine_8,Ichalkaranji,1028,2017-01-01
3967,2017-01,Medicine_8,Jalgaon,1080,2017-01-01
3968,2017-01,Medicine_8,Jalna,884,2017-01-01
3969,2017-01,Medicine_8,Kolhapur,1153,2017-01-01
3970,2017-01,Medicine_8,Latur,1043,2017-01-01
3971,2017-01,Medicine_8,Mumbai,1240,2017-01-01
3972,2017-01,Medicine_8,Nagpur,1138,2017-01-01
3973,2017-01,Medicine_8,Nanded,1239,2017-01-01
3974,2017-01,Medicine_8,Nashik,995,2017-01-01
3975,2017-01,Medicine_8,Parbhani,873,2017-01-01
3976,2017-01,Medicine_8,Pune,1015,2017-01-01
3977,2017-01,Medicine_8,Satara,826,2017-01-01
3978,2017-01,Medicine_8,Solapur,1097,2017-01-01
3979,2017-01,Medicine_8,Thane,1107,2017-01-01
3980,2017-01,Medicine_9,Ahmednagar,967,2017-01-01
3981,2017-01,Medicine_9,Akola,755,2017-01-01
3982,2017-01,Medicine_9,Amravati,932,2017-01-01
3983,2017-01,Medicine_9,Aurangabad,914,2017-01-01
3984,2017-01,Medicine_9,Chandrapur,1011,2017-01-01
3985,2017-01,Medicine_9,Dhule,894,2017-01-01
3986,2017-01,Medicine_9,Ichalkaranji,1080,2017-01-01
3987,2017-01,Medicine_9,Jalgaon,1135,2017-01-01
3988,2017-01,Medicine_9,Jalna,921,2017-01-01
3989,2017-01,Medicine_9,Kolhapur,1194,2017-01-01
3990,2017-01,Medicine_9,Latur,1053,2017-01-01
3991,2017-01,Medicine_9,Mumbai,1169,2017-01-01
3992,2017-01,Medicine_9,Nagpur,836,2017-01-01
3993,2017-01,Medicine_9,Nanded,964,2017-01-01
3994,2017-01,Medicine_9,Nashik,1118,2017-01-01
3995,2017-01,Medicine_9,Parbhani,1084,2017-01-01
3996,2017-01,Medicine_9,Pune,971,2017-01-01
3997,2017-01,Medicine_9,Satara,950,2017-01-01
3998,2017-01,Medicine_9,Solapur,964,2017-01-01
3999,2017-01,Medicine_9,Thane,958,2017-01-01
4000,2017-02,Medicine_1,Ahmednagar,1008,2017-02-01
4001,2017-02,Medicine_1,Akola,759,2017-02-01
4002,2017-02,Medicine_1,Amravati,840,2017-02-01
